1.000E+00	0.00000E+00
2.000E+00	0.00000E+00
3.000E+00	5.20826E-04
4.000E+00	9.31420E-02
5.000E+00	2.47494E+00
6.000E+00	2.46067E+01
7.000E+00	1.06204E+02
8.000E+00	2.38785E+02
9.000E+00	3.64145E+02
1.000E+01	4.59610E+02
1.100E+01	5.28937E+02
1.200E+01	5.79628E+02
1.300E+01	5.94143E+02
1.400E+01	5.58002E+02
1.500E+01	4.78936E+02
1.600E+01	3.79490E+02
1.700E+01	2.78120E+02
1.800E+01	1.93598E+02
1.900E+01	1.32889E+02
2.000E+01	9.49815E+01
2.200E+01	5.10352E+01
2.400E+01	2.95085E+01
2.600E+01	1.97024E+01
2.800E+01	1.47679E+01
3.000E+01	1.13846E+01
3.500E+01	7.09773E+00
4.000E+01	4.81314E+00
4.500E+01	3.22219E+00
5.000E+01	2.29680E+00
5.500E+01	1.57710E+00
6.000E+01	1.16898E+00
6.500E+01	8.75724E-01
7.000E+01	6.32530E-01
7.500E+01	4.83227E-01
8.000E+01	3.70660E-01
9.000E+01	2.11187E-01
1.000E+02	1.37099E-01
1.100E+02	8.81456E-02
1.200E+02	5.83601E-02
1.300E+02	3.92589E-02
1.400E+02	2.74298E-02
1.500E+02	2.03457E-02
1.600E+02	1.39069E-02
1.800E+02	7.14439E-03
2.000E+02	3.60793E-03
