1.000E+00	0.00000E+00
2.000E+00	0.00000E+00
3.000E+00	0.00000E+00
4.000E+00	4.53606E+00
5.000E+00	5.20581E+01
6.000E+00	9.86400E+01
7.000E+00	1.53494E+02
8.000E+00	1.91121E+02
9.000E+00	2.11922E+02
1.000E+01	2.23208E+02
1.100E+01	2.25999E+02
1.200E+01	2.13384E+02
1.300E+01	1.76533E+02
1.400E+01	1.40928E+02
1.500E+01	1.13603E+02
1.600E+01	8.93995E+01
1.700E+01	6.99175E+01
1.800E+01	4.96968E+01
1.900E+01	1.49400E+01
2.000E+01	1.69379E+01
2.200E+01	1.47876E+01
2.400E+01	1.08673E+01
2.600E+01	7.53195E+00
2.800E+01	5.66909E+00
3.000E+01	4.34304E+00
3.500E+01	2.43789E+00
4.000E+01	1.49504E+00
4.500E+01	1.02349E+00
5.000E+01	6.83643E-01
5.500E+01	5.40776E-01
6.000E+01	3.62836E-01
6.500E+01	2.47645E-01
7.000E+01	1.84458E-01
7.500E+01	1.35812E-01
8.000E+01	1.02948E-01
9.000E+01	6.44930E-02
1.000E+02	3.91507E-02
1.100E+02	2.37609E-02
1.200E+02	1.54090E-02
1.300E+02	1.12191E-02
1.400E+02	7.70695E-03
1.500E+02	5.24694E-03
1.600E+02	3.66983E-03
1.800E+02	2.09975E-03
2.000E+02	1.01660E-03
