1.000E+00	9.73701E-02
2.000E+00	3.02181E+01
3.000E+00	1.44316E+02
4.000E+00	2.07822E+02
5.000E+00	2.30997E+02
6.000E+00	3.64078E+02
7.000E+00	4.67894E+02
8.000E+00	4.65840E+02
9.000E+00	4.34472E+02
1.000E+01	4.10679E+02
1.100E+01	4.10937E+02
1.200E+01	4.12903E+02
1.300E+01	3.97860E+02
1.400E+01	3.52676E+02
1.500E+01	3.05364E+02
1.600E+01	2.54785E+02
1.700E+01	2.15239E+02
1.800E+01	1.83247E+02
1.900E+01	1.58837E+02
2.000E+01	1.39113E+02
2.200E+01	1.06402E+02
2.400E+01	7.71255E+01
2.600E+01	5.38875E+01
2.800E+01	3.69160E+01
3.000E+01	1.67152E+01
3.500E+01	8.21448E+00
4.000E+01	4.85897E+00
4.500E+01	1.95344E+00
5.000E+01	1.21778E+00
5.500E+01	9.66585E-01
6.000E+01	1.01131E+00
6.500E+01	6.66425E-01
7.000E+01	4.04402E-01
7.500E+01	2.50289E-01
8.000E+01	1.83455E-01
9.000E+01	1.31186E-01
1.000E+02	8.51549E-02
1.100E+02	5.22440E-02
1.200E+02	3.20397E-02
1.300E+02	1.76896E-02
1.400E+02	1.50215E-02
1.500E+02	1.12886E-02
1.600E+02	8.21857E-03
1.800E+02	3.32924E-03
2.000E+02	2.54212E-03
