1.000E+00	0.00000E+00
2.000E+00	0.00000E+00
3.000E+00	0.00000E+00
4.000E+00	0.00000E+00
5.000E+00	0.00000E+00
6.000E+00	7.08421E-01
7.000E+00	7.14984E+00
8.000E+00	3.87899E+01
9.000E+00	1.18665E+02
1.000E+01	2.29741E+02
1.100E+01	3.37037E+02
1.200E+01	4.25265E+02
1.300E+01	4.93358E+02
1.400E+01	5.45157E+02
1.500E+01	5.79544E+02
1.600E+01	5.74134E+02
1.700E+01	5.09603E+02
1.800E+01	3.80030E+02
1.900E+01	2.65705E+02
2.000E+01	1.77537E+02
2.200E+01	7.58260E+01
2.400E+01	3.58378E+01
2.600E+01	2.08860E+01
2.800E+01	1.45459E+01
3.000E+01	1.15150E+01
3.500E+01	7.59636E+00
4.000E+01	5.29422E+00
4.500E+01	3.63665E+00
5.000E+01	2.56399E+00
5.500E+01	1.89097E+00
6.000E+01	1.38271E+00
6.500E+01	9.90638E-01
7.000E+01	7.53366E-01
7.500E+01	5.71580E-01
8.000E+01	4.25794E-01
9.000E+01	2.65271E-01
1.000E+02	1.63602E-01
1.100E+02	1.05382E-01
1.200E+02	7.18861E-02
1.300E+02	4.81208E-02
1.400E+02	3.37922E-02
1.500E+02	2.45928E-02
1.600E+02	1.67060E-02
1.800E+02	8.43860E-03
2.000E+02	4.26341E-03
