1.000E+00	0.00000E+00
2.000E+00	0.00000E+00
3.000E+00	0.00000E+00
4.000E+00	5.70125E-02
5.000E+00	3.51539E+00
6.000E+00	3.20303E+01
7.000E+00	1.20863E+02
8.000E+00	2.49590E+02
9.000E+00	3.71424E+02
1.000E+01	4.71072E+02
1.100E+01	5.48946E+02
1.200E+01	6.05074E+02
1.300E+01	5.85036E+02
1.400E+01	4.88775E+02
1.500E+01	3.66042E+02
1.600E+01	2.64516E+02
1.700E+01	1.82277E+02
1.800E+01	1.25565E+02
1.900E+01	8.81279E+01
2.000E+01	6.39283E+01
2.200E+01	3.84831E+01
2.400E+01	2.49938E+01
2.600E+01	1.81030E+01
2.800E+01	1.42560E+01
3.000E+01	1.16480E+01
3.500E+01	7.25600E+00
4.000E+01	4.89707E+00
4.500E+01	3.29566E+00
5.000E+01	2.32888E+00
5.500E+01	1.61079E+00
6.000E+01	1.16119E+00
6.500E+01	8.79756E-01
7.000E+01	6.36422E-01
7.500E+01	4.75577E-01
8.000E+01	3.61558E-01
9.000E+01	2.13146E-01
1.000E+02	1.37188E-01
1.100E+02	8.50183E-02
1.200E+02	5.88614E-02
1.300E+02	3.91995E-02
1.400E+02	2.81035E-02
1.500E+02	1.94279E-02
1.600E+02	1.41202E-02
1.800E+02	6.81898E-03
2.000E+02	3.46786E-03
