1.000E+00	4.67355E-08
2.000E+00	1.50664E-02
3.000E+00	2.82186E+00
4.000E+00	4.54348E+01
5.000E+00	1.89314E+02
6.000E+00	3.64639E+02
7.000E+00	4.91723E+02
8.000E+00	5.73192E+02
9.000E+00	6.31108E+02
1.000E+01	6.56948E+02
1.100E+01	5.98462E+02
1.200E+01	5.15202E+02
1.300E+01	4.20947E+02
1.400E+01	3.27646E+02
1.500E+01	2.50375E+02
1.600E+01	1.89059E+02
1.700E+01	1.32307E+02
1.800E+01	9.00443E+01
1.900E+01	7.21261E+01
2.000E+01	5.69922E+01
2.200E+01	3.71491E+01
2.400E+01	2.45345E+01
2.600E+01	1.63277E+01
2.800E+01	1.17974E+01
3.000E+01	8.29707E+00
3.500E+01	4.91786E+00
4.000E+01	3.22202E+00
4.500E+01	1.96888E+00
5.000E+01	1.56000E+00
5.500E+01	1.07155E+00
6.000E+01	7.43632E-01
6.500E+01	5.35743E-01
7.000E+01	4.01942E-01
7.500E+01	2.72492E-01
8.000E+01	2.20246E-01
9.000E+01	1.31026E-01
1.000E+02	8.09552E-02
1.100E+02	4.74499E-02
1.200E+02	3.47051E-02
1.300E+02	2.22888E-02
1.400E+02	1.45966E-02
1.500E+02	1.15437E-02
1.600E+02	8.03121E-03
1.800E+02	4.66976E-03
2.000E+02	2.11590E-03
